fid	nid	filename	filepath	filemime	filesize
654	294	_original	sites/files/gainesfilm/images/G_hilliker_article_dec._1917-2.jpg	image/jpeg	766277
655	294	thumbnail	sites/files/gainesfilm/images/G_hilliker_article_dec._1917-2.thumbnail.jpg	image/jpeg	3028
656	294	preview	sites/files/gainesfilm/images/G_hilliker_article_dec._1917-2.preview.jpg	image/jpeg	89485
657	295	_original	sites/files/gainesfilm/images/G_hilliker_article_dec._1917-3.jpg	image/jpeg	749824
658	295	thumbnail	sites/files/gainesfilm/images/G_hilliker_article_dec._1917-3.thumbnail.jpg	image/jpeg	2820
659	295	preview	sites/files/gainesfilm/images/G_hilliker_article_dec._1917-3.preview.jpg	image/jpeg	93191
660	296	_original	sites/files/gainesfilm/images/H_katherine_hilliker_bi_82523-1.jpg	image/jpeg	316609
661	296	thumbnail	sites/files/gainesfilm/images/H_katherine_hilliker_bi_82523-1.thumbnail.jpg	image/jpeg	1659
662	296	preview	sites/files/gainesfilm/images/H_katherine_hilliker_bi_82523-1.preview.jpg	image/jpeg	40880
663	297	_original	sites/files/gainesfilm/images/H_katherine_hilliker_bi_82523-2.jpg	image/jpeg	236394
664	297	thumbnail	sites/files/gainesfilm/images/H_katherine_hilliker_bi_82523-2.thumbnail.jpg	image/jpeg	1374
665	297	preview	sites/files/gainesfilm/images/H_katherine_hilliker_bi_82523-2.preview.jpg	image/jpeg	28573
666	298	_original	sites/files/gainesfilm/images/J_hilliker_personal_his_8262B-1.jpg	image/jpeg	1363710
667	298	thumbnail	sites/files/gainesfilm/images/J_hilliker_personal_his_8262B-1.thumbnail.jpg	image/jpeg	2580
668	298	preview	sites/files/gainesfilm/images/J_hilliker_personal_his_8262B-1.preview.jpg	image/jpeg	80627
669	299	_original	sites/files/gainesfilm/images/J_hilliker_personal_his_8262B-2.jpg	image/jpeg	1246792
670	299	thumbnail	sites/files/gainesfilm/images/J_hilliker_personal_his_8262B-2.thumbnail.jpg	image/jpeg	2467
671	299	preview	sites/files/gainesfilm/images/J_hilliker_personal_his_8262B-2.preview.jpg	image/jpeg	76419
672	300	_original	sites/files/gainesfilm/images/J_hilliker_personal_his_8262B-3.jpg	image/jpeg	1354265
673	300	thumbnail	sites/files/gainesfilm/images/J_hilliker_personal_his_8262B-3.thumbnail.jpg	image/jpeg	2716
674	300	preview	sites/files/gainesfilm/images/J_hilliker_personal_his_8262B-3.preview.jpg	image/jpeg	88655
675	301	_original	sites/files/gainesfilm/images/J_hilliker_personal_his_8262B-4.jpg	image/jpeg	1039850
676	301	thumbnail	sites/files/gainesfilm/images/J_hilliker_personal_his_8262B-4.thumbnail.jpg	image/jpeg	2246
677	301	preview	sites/files/gainesfilm/images/J_hilliker_personal_his_8262B-4.preview.jpg	image/jpeg	64571
678	302	_original	sites/files/gainesfilm/images/E_hilliker_telegrams_1925-1.jpg	image/jpeg	380315
679	302	thumbnail	sites/files/gainesfilm/images/E_hilliker_telegrams_1925-1.thumbnail.jpg	image/jpeg	1910
680	302	preview	sites/files/gainesfilm/images/E_hilliker_telegrams_1925-1.preview.jpg	image/jpeg	41759
681	303	_original	sites/files/gainesfilm/images/E_hilliker_telegrams_1925-2.jpg	image/jpeg	612024
682	303	thumbnail	sites/files/gainesfilm/images/E_hilliker_telegrams_1925-2.thumbnail.jpg	image/jpeg	1600
683	303	preview	sites/files/gainesfilm/images/E_hilliker_telegrams_1925-2.preview.jpg	image/jpeg	40272
684	304	_original	sites/files/gainesfilm/images/K_hilliker-caldwell_sun_82603-1.jpg	image/jpeg	745668
685	304	thumbnail	sites/files/gainesfilm/images/K_hilliker-caldwell_sun_82603-1.thumbnail.jpg	image/jpeg	2167
686	304	preview	sites/files/gainesfilm/images/K_hilliker-caldwell_sun_82603-1.preview.jpg	image/jpeg	40695
687	305	_original	sites/files/gainesfilm/images/K_hilliker-caldwell_sun_82603-2.jpg	image/jpeg	389981
688	305	thumbnail	sites/files/gainesfilm/images/K_hilliker-caldwell_sun_82603-2.thumbnail.jpg	image/jpeg	1606
689	305	preview	sites/files/gainesfilm/images/K_hilliker-caldwell_sun_82603-2.preview.jpg	image/jpeg	24580
690	306	_original	sites/files/gainesfilm/images/K_hilliker-caldwell_sun_82603-3.jpg	image/jpeg	285430
691	306	thumbnail	sites/files/gainesfilm/images/K_hilliker-caldwell_sun_82603-3.thumbnail.jpg	image/jpeg	1354
692	306	preview	sites/files/gainesfilm/images/K_hilliker-caldwell_sun_82603-3.preview.jpg	image/jpeg	17737
693	307	_original	sites/files/gainesfilm/images/king_vidor_transcript1.jpg	image/jpeg	1091705
694	307	thumbnail	sites/files/gainesfilm/images/king_vidor_transcript1.thumbnail.jpg	image/jpeg	2350
695	307	preview	sites/files/gainesfilm/images/king_vidor_transcript1.preview.jpg	image/jpeg	59545
696	308	_original	sites/files/gainesfilm/images/king_vidor_transcript2.jpg	image/jpeg	1215419
697	308	thumbnail	sites/files/gainesfilm/images/king_vidor_transcript2.thumbnail.jpg	image/jpeg	2511
698	308	preview	sites/files/gainesfilm/images/king_vidor_transcript2.preview.jpg	image/jpeg	56682
699	309	_original	sites/files/gainesfilm/images/king_vidor_transcript3.jpg	image/jpeg	1134257
700	309	thumbnail	sites/files/gainesfilm/images/king_vidor_transcript3.thumbnail.jpg	image/jpeg	2292
701	309	preview	sites/files/gainesfilm/images/king_vidor_transcript3.preview.jpg	image/jpeg	58628
702	310	_original	sites/files/gainesfilm/images/renoir_letter1.jpg	image/jpeg	361802
703	310	thumbnail	sites/files/gainesfilm/images/renoir_letter1.thumbnail.jpg	image/jpeg	2290
704	310	preview	sites/files/gainesfilm/images/renoir_letter1.preview.jpg	image/jpeg	40494
705	311	_original	sites/files/gainesfilm/images/renoir_letter2.jpg	image/jpeg	565363
706	311	thumbnail	sites/files/gainesfilm/images/renoir_letter2.thumbnail.jpg	image/jpeg	2390
707	311	preview	sites/files/gainesfilm/images/renoir_letter2.preview.jpg	image/jpeg	41096
724	312	preview	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet1.preview.jpg	image/jpeg	43282
725	313	_original	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet2.jpg	image/jpeg	1356693
726	313	thumbnail	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet2.thumbnail.jpg	image/jpeg	2236
727	313	preview	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet2.preview.jpg	image/jpeg	72311
728	314	_original	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet3.jpg	image/jpeg	737148
729	314	thumbnail	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet3.thumbnail.jpg	image/jpeg	2314
730	314	preview	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet3.preview.jpg	image/jpeg	68933
731	315	_original	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet4.jpg	image/jpeg	779467
732	315	thumbnail	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet4.thumbnail.jpg	image/jpeg	2215
733	315	preview	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet4.preview.jpg	image/jpeg	71720
734	316	_original	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet5.jpg	image/jpeg	744802
735	316	thumbnail	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet5.thumbnail.jpg	image/jpeg	2219
736	316	preview	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet5.preview.jpg	image/jpeg	71332
737	317	_original	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet6.jpg	image/jpeg	1293815
738	317	thumbnail	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet6.thumbnail.jpg	image/jpeg	2244
739	317	preview	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet6.preview.jpg	image/jpeg	70753
740	318	_original	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet7.jpg	image/jpeg	1299385
741	318	thumbnail	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet7.thumbnail.jpg	image/jpeg	2248
742	318	preview	sites/files/gainesfilm/images/cinema_16_rashomon_pamphlet7.preview.jpg	image/jpeg	68873
743	319	_original	sites/files/gainesfilm/images/Pages from program_announcemet_1952-1.jpg	image/jpeg	447760
744	319	thumbnail	sites/files/gainesfilm/images/Pages from program_announcemet_1952-1.thumbnail.jpg	image/jpeg	2296
745	319	preview	sites/files/gainesfilm/images/Pages from program_announcemet_1952-1.preview.jpg	image/jpeg	43245
746	320	_original	sites/files/gainesfilm/images/Pages from program_announcemet_1952-2.jpg	image/jpeg	496719
747	320	thumbnail	sites/files/gainesfilm/images/Pages from program_announcemet_1952-2.thumbnail.jpg	image/jpeg	2244
748	320	preview	sites/files/gainesfilm/images/Pages from program_announcemet_1952-2.preview.jpg	image/jpeg	54585
749	321	_original	sites/files/gainesfilm/images/Pages from program_announcemet_1952-3.jpg	image/jpeg	502536
750	321	thumbnail	sites/files/gainesfilm/images/Pages from program_announcemet_1952-3.thumbnail.jpg	image/jpeg	2258
751	321	preview	sites/files/gainesfilm/images/Pages from program_announcemet_1952-3.preview.jpg	image/jpeg	54093
752	322	_original	sites/files/gainesfilm/images/Pages from program_announcemet_1952-4.jpg	image/jpeg	575488
753	322	thumbnail	sites/files/gainesfilm/images/Pages from program_announcemet_1952-4.thumbnail.jpg	image/jpeg	2420
754	322	preview	sites/files/gainesfilm/images/Pages from program_announcemet_1952-4.preview.jpg	image/jpeg	54420
755	323	_original	sites/files/gainesfilm/images/Pages from program_announcemet_1952-5.jpg	image/jpeg	477356
756	323	thumbnail	sites/files/gainesfilm/images/Pages from program_announcemet_1952-5.thumbnail.jpg	image/jpeg	2286
757	323	preview	sites/files/gainesfilm/images/Pages from program_announcemet_1952-5.preview.jpg	image/jpeg	51225
768	324	_original	sites/files/gainesfilm/images/vogel_esquire1.jpg	image/jpeg	1134285
769	324	thumbnail	sites/files/gainesfilm/images/vogel_esquire1.thumbnail.jpg	image/jpeg	2282
770	324	preview	sites/files/gainesfilm/images/vogel_esquire1.preview.jpg	image/jpeg	60420
771	325	_original	sites/files/gainesfilm/images/vogel_esquire2.jpg	image/jpeg	1217950
772	325	thumbnail	sites/files/gainesfilm/images/vogel_esquire2.thumbnail.jpg	image/jpeg	2245
773	325	preview	sites/files/gainesfilm/images/vogel_esquire2.preview.jpg	image/jpeg	59612
774	400	110094001.jpg	sites/files/gainesfilm/110094001.jpg	image/jpeg	160158
775	400	110094002.jpg	sites/files/gainesfilm/110094002.jpg	image/jpeg	155222
776	400	110094003.jpg	sites/files/gainesfilm/110094003.jpg	image/jpeg	160035
777	400	110094004.jpg	sites/files/gainesfilm/110094004.jpg	image/jpeg	151999
778	400	110094005.jpg	sites/files/gainesfilm/110094005.jpg	image/jpeg	115875
779	401	_original	sites/files/gainesfilm/images/110094006.jpg	image/jpeg	145604
780	401	thumbnail	sites/files/gainesfilm/images/110094006.thumbnail.jpg	image/jpeg	2298
781	401	preview	sites/files/gainesfilm/images/110094006.preview.jpg	image/jpeg	38681
782	402	_original	sites/files/gainesfilm/images/110094007.jpg	image/jpeg	130376
783	402	thumbnail	sites/files/gainesfilm/images/110094007.thumbnail.jpg	image/jpeg	1629
784	402	preview	sites/files/gainesfilm/images/110094007.preview.jpg	image/jpeg	31307
785	403	_original	sites/files/gainesfilm/images/110094008.jpg	image/jpeg	151482
786	403	thumbnail	sites/files/gainesfilm/images/110094008.thumbnail.jpg	image/jpeg	1881
787	403	preview	sites/files/gainesfilm/images/110094008.preview.jpg	image/jpeg	38791
788	404	_original	sites/files/gainesfilm/images/110094009.jpg	image/jpeg	127184
789	404	thumbnail	sites/files/gainesfilm/images/110094009.thumbnail.jpg	image/jpeg	2017
790	404	preview	sites/files/gainesfilm/images/110094009.preview.jpg	image/jpeg	30420
791	405	_original	sites/files/gainesfilm/images/110094010.jpg	image/jpeg	123220
792	405	thumbnail	sites/files/gainesfilm/images/110094010.thumbnail.jpg	image/jpeg	1617
793	405	preview	sites/files/gainesfilm/images/110094010.preview.jpg	image/jpeg	29559
794	406	_original	sites/files/gainesfilm/images/110094011.jpg	image/jpeg	89305
795	406	thumbnail	sites/files/gainesfilm/images/110094011.thumbnail.jpg	image/jpeg	1465
796	406	preview	sites/files/gainesfilm/images/110094011.preview.jpg	image/jpeg	19296
987	471	thumbnail	sites/files/gainesfilm/images/Baumwindow2.thumbnail.jpg	image/jpeg	3478
986	471	_original	sites/files/gainesfilm/images/Baumwindow2.jpg	image/jpeg	59028
799	408	110094015.jpg	sites/files/gainesfilm/110094015.jpg	image/jpeg	128253
800	408	110094015.jpg	sites/files/gainesfilm/110094015_0.jpg	image/jpeg	128253
980	469	_original	sites/files/gainesfilm/images/110094012.jpg	image/jpeg	184011
802	410	110094017.jpg	sites/files/gainesfilm/110094017.jpg	image/jpeg	201366
803	410	110094018.jpg	sites/files/gainesfilm/110094018.jpg	image/jpeg	186517
804	410	110094019.jpg	sites/files/gainesfilm/110094019.jpg	image/jpeg	149079
805	410	110094020.jpg	sites/files/gainesfilm/110094020.jpg	image/jpeg	169387
806	410	110094021.jpg	sites/files/gainesfilm/110094021.jpg	image/jpeg	137385
807	410	110094022.jpg	sites/files/gainesfilm/110094022.jpg	image/jpeg	109675
808	411	110094023.jpg	sites/files/gainesfilm/110094023.jpg	image/jpeg	161003
809	411	110094024.jpg	sites/files/gainesfilm/110094024.jpg	image/jpeg	120841
810	412	_original	sites/files/gainesfilm/images/110094025.jpg	image/jpeg	186955
811	412	thumbnail	sites/files/gainesfilm/images/110094025.thumbnail.jpg	image/jpeg	1691
812	412	preview	sites/files/gainesfilm/images/110094025.preview.jpg	image/jpeg	36709
813	413	_original	sites/files/gainesfilm/images/110094059.jpg	image/jpeg	152465
814	413	thumbnail	sites/files/gainesfilm/images/110094059.thumbnail.jpg	image/jpeg	2888
815	413	preview	sites/files/gainesfilm/images/110094059.preview.jpg	image/jpeg	40224
816	414	_original	sites/files/gainesfilm/images/110094060.jpg	image/jpeg	84134
817	414	thumbnail	sites/files/gainesfilm/images/110094060.thumbnail.jpg	image/jpeg	2168
818	414	preview	sites/files/gainesfilm/images/110094060.preview.jpg	image/jpeg	19644
819	415	_original	sites/files/gainesfilm/images/110094061.jpg	image/jpeg	180834
820	415	thumbnail	sites/files/gainesfilm/images/110094061.thumbnail.jpg	image/jpeg	3105
821	415	preview	sites/files/gainesfilm/images/110094061.preview.jpg	image/jpeg	48124
822	416	_original	sites/files/gainesfilm/images/110094062.jpg	image/jpeg	178837
823	416	thumbnail	sites/files/gainesfilm/images/110094062.thumbnail.jpg	image/jpeg	1904
824	416	preview	sites/files/gainesfilm/images/110094062.preview.jpg	image/jpeg	44943
825	417	_original	sites/files/gainesfilm/images/110094063.jpg	image/jpeg	139063
826	417	thumbnail	sites/files/gainesfilm/images/110094063.thumbnail.jpg	image/jpeg	1725
827	417	preview	sites/files/gainesfilm/images/110094063.preview.jpg	image/jpeg	31262
828	418	_original	sites/files/gainesfilm/images/110094064.jpg	image/jpeg	151295
829	418	thumbnail	sites/files/gainesfilm/images/110094064.thumbnail.jpg	image/jpeg	2545
830	418	preview	sites/files/gainesfilm/images/110094064.preview.jpg	image/jpeg	38214
831	419	_original	sites/files/gainesfilm/images/110094065.jpg	image/jpeg	276766
832	419	thumbnail	sites/files/gainesfilm/images/110094065.thumbnail.jpg	image/jpeg	2974
833	419	preview	sites/files/gainesfilm/images/110094065.preview.jpg	image/jpeg	74381
834	420	_original	sites/files/gainesfilm/images/110094066.jpg	image/jpeg	194521
835	420	thumbnail	sites/files/gainesfilm/images/110094066.thumbnail.jpg	image/jpeg	2360
836	420	preview	sites/files/gainesfilm/images/110094066.preview.jpg	image/jpeg	51452
837	421	_original	sites/files/gainesfilm/images/110094067.jpg	image/jpeg	121008
838	421	thumbnail	sites/files/gainesfilm/images/110094067.thumbnail.jpg	image/jpeg	1632
839	421	preview	sites/files/gainesfilm/images/110094067.preview.jpg	image/jpeg	26174
840	422	_original	sites/files/gainesfilm/images/110094068.jpg	image/jpeg	81075
841	422	thumbnail	sites/files/gainesfilm/images/110094068.thumbnail.jpg	image/jpeg	1017
842	422	preview	sites/files/gainesfilm/images/110094068.preview.jpg	image/jpeg	15722
843	423	110094069.jpg	sites/files/gainesfilm/110094069.jpg	image/jpeg	154162
844	423	110094070.jpg	sites/files/gainesfilm/110094070.jpg	image/jpeg	138961
845	423	110094071.jpg	sites/files/gainesfilm/110094071.jpg	image/jpeg	138642
846	423	110094072.jpg	sites/files/gainesfilm/110094072.jpg	image/jpeg	183214
847	423	110094073.jpg	sites/files/gainesfilm/110094073.jpg	image/jpeg	189425
848	423	110094074.jpg	sites/files/gainesfilm/110094074.jpg	image/jpeg	193635
849	423	110094075.jpg	sites/files/gainesfilm/110094075.jpg	image/jpeg	118296
978	468	thumbnail	sites/files/gainesfilm/images/110094016.thumbnail.jpg	image/jpeg	2405
977	468	_original	sites/files/gainesfilm/images/110094016.jpg	image/jpeg	284508
852	425	_original	sites/files/gainesfilm/images/110094078.jpg	image/jpeg	116564
853	425	thumbnail	sites/files/gainesfilm/images/110094078.thumbnail.jpg	image/jpeg	1921
854	425	preview	sites/files/gainesfilm/images/110094078.preview.jpg	image/jpeg	29589
855	426	110094079.jpg	sites/files/gainesfilm/110094079.jpg	image/jpeg	122845
856	426	110094080.jpg	sites/files/gainesfilm/110094080.jpg	image/jpeg	121427
857	427	_original	sites/files/gainesfilm/images/110094081.jpg	image/jpeg	125861
858	427	thumbnail	sites/files/gainesfilm/images/110094081.thumbnail.jpg	image/jpeg	1647
859	427	preview	sites/files/gainesfilm/images/110094081.preview.jpg	image/jpeg	29917
860	428	_original	sites/files/gainesfilm/images/110094082.jpg	image/jpeg	139689
861	428	thumbnail	sites/files/gainesfilm/images/110094082.thumbnail.jpg	image/jpeg	1736
862	428	preview	sites/files/gainesfilm/images/110094082.preview.jpg	image/jpeg	34953
863	429	_original	sites/files/gainesfilm/images/110094083.jpg	image/jpeg	131036
864	429	thumbnail	sites/files/gainesfilm/images/110094083.thumbnail.jpg	image/jpeg	1414
865	429	preview	sites/files/gainesfilm/images/110094083.preview.jpg	image/jpeg	28535
866	430	_original	sites/files/gainesfilm/images/110094084.jpg	image/jpeg	158172
867	430	thumbnail	sites/files/gainesfilm/images/110094084.thumbnail.jpg	image/jpeg	1962
868	430	preview	sites/files/gainesfilm/images/110094084.preview.jpg	image/jpeg	42582
973	466	preview	sites/files/gainesfilm/images/110094076.preview.jpg	image/jpeg	28960
871	432	_original	sites/files/gainesfilm/images/110094028.jpg	image/jpeg	176804
872	432	thumbnail	sites/files/gainesfilm/images/110094028.thumbnail.jpg	image/jpeg	2557
873	432	preview	sites/files/gainesfilm/images/110094028.preview.jpg	image/jpeg	40322
874	433	_original	sites/files/gainesfilm/images/110094029.jpg	image/jpeg	199512
875	433	thumbnail	sites/files/gainesfilm/images/110094029.thumbnail.jpg	image/jpeg	2581
876	433	preview	sites/files/gainesfilm/images/110094029.preview.jpg	image/jpeg	51538
877	434	_original	sites/files/gainesfilm/images/110094030.jpg	image/jpeg	201739
878	434	thumbnail	sites/files/gainesfilm/images/110094030.thumbnail.jpg	image/jpeg	3122
879	434	preview	sites/files/gainesfilm/images/110094030.preview.jpg	image/jpeg	55603
880	435	_original	sites/files/gainesfilm/images/110094031.jpg	image/jpeg	166370
881	435	thumbnail	sites/files/gainesfilm/images/110094031.thumbnail.jpg	image/jpeg	3166
882	435	preview	sites/files/gainesfilm/images/110094031.preview.jpg	image/jpeg	47085
883	436	_original	sites/files/gainesfilm/images/110094032.jpg	image/jpeg	164190
884	436	thumbnail	sites/files/gainesfilm/images/110094032.thumbnail.jpg	image/jpeg	2678
885	436	preview	sites/files/gainesfilm/images/110094032.preview.jpg	image/jpeg	44752
886	437	_original	sites/files/gainesfilm/images/110094033.jpg	image/jpeg	178461
887	437	thumbnail	sites/files/gainesfilm/images/110094033.thumbnail.jpg	image/jpeg	3207
888	437	preview	sites/files/gainesfilm/images/110094033.preview.jpg	image/jpeg	47684
889	438	_original	sites/files/gainesfilm/images/110094034.jpg	image/jpeg	154190
890	438	thumbnail	sites/files/gainesfilm/images/110094034.thumbnail.jpg	image/jpeg	2899
891	438	preview	sites/files/gainesfilm/images/110094034.preview.jpg	image/jpeg	40087
892	439	_original	sites/files/gainesfilm/images/110094035.jpg	image/jpeg	176337
893	439	thumbnail	sites/files/gainesfilm/images/110094035.thumbnail.jpg	image/jpeg	2669
894	439	preview	sites/files/gainesfilm/images/110094035.preview.jpg	image/jpeg	45673
895	440	_original	sites/files/gainesfilm/images/110094036.jpg	image/jpeg	162777
896	440	thumbnail	sites/files/gainesfilm/images/110094036.thumbnail.jpg	image/jpeg	2828
897	440	preview	sites/files/gainesfilm/images/110094036.preview.jpg	image/jpeg	45991
898	441	_original	sites/files/gainesfilm/images/110094037.jpg	image/jpeg	215471
899	441	thumbnail	sites/files/gainesfilm/images/110094037.thumbnail.jpg	image/jpeg	3253
900	441	preview	sites/files/gainesfilm/images/110094037.preview.jpg	image/jpeg	59062
901	442	_original	sites/files/gainesfilm/images/110094038.jpg	image/jpeg	214691
902	442	thumbnail	sites/files/gainesfilm/images/110094038.thumbnail.jpg	image/jpeg	3095
903	442	preview	sites/files/gainesfilm/images/110094038.preview.jpg	image/jpeg	57258
904	443	_original	sites/files/gainesfilm/images/110094039.jpg	image/jpeg	183837
905	443	thumbnail	sites/files/gainesfilm/images/110094039.thumbnail.jpg	image/jpeg	2912
906	443	preview	sites/files/gainesfilm/images/110094039.preview.jpg	image/jpeg	49458
907	444	_original	sites/files/gainesfilm/images/110094040.jpg	image/jpeg	111414
908	444	thumbnail	sites/files/gainesfilm/images/110094040.thumbnail.jpg	image/jpeg	2251
909	444	preview	sites/files/gainesfilm/images/110094040.preview.jpg	image/jpeg	26430
910	445	_original	sites/files/gainesfilm/images/110094041.jpg	image/jpeg	122498
911	445	thumbnail	sites/files/gainesfilm/images/110094041.thumbnail.jpg	image/jpeg	2206
912	445	preview	sites/files/gainesfilm/images/110094041.preview.jpg	image/jpeg	32583
913	446	_original	sites/files/gainesfilm/images/110094042.jpg	image/jpeg	180542
914	446	thumbnail	sites/files/gainesfilm/images/110094042.thumbnail.jpg	image/jpeg	2721
915	446	preview	sites/files/gainesfilm/images/110094042.preview.jpg	image/jpeg	48083
916	447	_original	sites/files/gainesfilm/images/110094043.jpg	image/jpeg	132596
917	447	thumbnail	sites/files/gainesfilm/images/110094043.thumbnail.jpg	image/jpeg	1625
918	447	preview	sites/files/gainesfilm/images/110094043.preview.jpg	image/jpeg	30528
919	448	_original	sites/files/gainesfilm/images/110094044.jpg	image/jpeg	243243
920	448	thumbnail	sites/files/gainesfilm/images/110094044.thumbnail.jpg	image/jpeg	2929
921	448	preview	sites/files/gainesfilm/images/110094044.preview.jpg	image/jpeg	63041
922	449	_original	sites/files/gainesfilm/images/110094045.jpg	image/jpeg	254200
923	449	thumbnail	sites/files/gainesfilm/images/110094045.thumbnail.jpg	image/jpeg	2054
924	449	preview	sites/files/gainesfilm/images/110094045.preview.jpg	image/jpeg	66830
925	450	_original	sites/files/gainesfilm/images/110094046.jpg	image/jpeg	207233
926	450	thumbnail	sites/files/gainesfilm/images/110094046.thumbnail.jpg	image/jpeg	1777
927	450	preview	sites/files/gainesfilm/images/110094046.preview.jpg	image/jpeg	50131
928	451	_original	sites/files/gainesfilm/images/110094047.jpg	image/jpeg	108466
929	451	thumbnail	sites/files/gainesfilm/images/110094047.thumbnail.jpg	image/jpeg	1442
930	451	preview	sites/files/gainesfilm/images/110094047.preview.jpg	image/jpeg	24377
931	452	_original	sites/files/gainesfilm/images/110094048.jpg	image/jpeg	199996
932	452	thumbnail	sites/files/gainesfilm/images/110094048.thumbnail.jpg	image/jpeg	2005
933	452	preview	sites/files/gainesfilm/images/110094048.preview.jpg	image/jpeg	43263
934	453	_original	sites/files/gainesfilm/images/110094049.jpg	image/jpeg	154195
935	453	thumbnail	sites/files/gainesfilm/images/110094049.thumbnail.jpg	image/jpeg	2211
936	453	preview	sites/files/gainesfilm/images/110094049.preview.jpg	image/jpeg	40554
937	454	_original	sites/files/gainesfilm/images/110094050.jpg	image/jpeg	184474
938	454	thumbnail	sites/files/gainesfilm/images/110094050.thumbnail.jpg	image/jpeg	2335
939	454	preview	sites/files/gainesfilm/images/110094050.preview.jpg	image/jpeg	50446
940	455	_original	sites/files/gainesfilm/images/110094051.jpg	image/jpeg	200757
941	455	thumbnail	sites/files/gainesfilm/images/110094051.thumbnail.jpg	image/jpeg	2379
942	455	preview	sites/files/gainesfilm/images/110094051.preview.jpg	image/jpeg	55574
943	456	_original	sites/files/gainesfilm/images/110094052.jpg	image/jpeg	136729
944	456	thumbnail	sites/files/gainesfilm/images/110094052.thumbnail.jpg	image/jpeg	1629
945	456	preview	sites/files/gainesfilm/images/110094052.preview.jpg	image/jpeg	30598
946	457	_original	sites/files/gainesfilm/images/110094053.jpg	image/jpeg	211744
947	457	thumbnail	sites/files/gainesfilm/images/110094053.thumbnail.jpg	image/jpeg	2178
948	457	preview	sites/files/gainesfilm/images/110094053.preview.jpg	image/jpeg	56868
949	458	_original	sites/files/gainesfilm/images/110094054.jpg	image/jpeg	178746
950	458	thumbnail	sites/files/gainesfilm/images/110094054.thumbnail.jpg	image/jpeg	2044
951	458	preview	sites/files/gainesfilm/images/110094054.preview.jpg	image/jpeg	46719
952	459	_original	sites/files/gainesfilm/images/110094055.jpg	image/jpeg	234595
953	459	thumbnail	sites/files/gainesfilm/images/110094055.thumbnail.jpg	image/jpeg	2541
954	459	preview	sites/files/gainesfilm/images/110094055.preview.jpg	image/jpeg	57479
955	460	_original	sites/files/gainesfilm/images/110094056.jpg	image/jpeg	257578
956	460	thumbnail	sites/files/gainesfilm/images/110094056.thumbnail.jpg	image/jpeg	3430
957	460	preview	sites/files/gainesfilm/images/110094056.preview.jpg	image/jpeg	66782
958	461	_original	sites/files/gainesfilm/images/110094057.jpg	image/jpeg	244529
959	461	thumbnail	sites/files/gainesfilm/images/110094057.thumbnail.jpg	image/jpeg	2442
960	461	preview	sites/files/gainesfilm/images/110094057.preview.jpg	image/jpeg	63448
961	462	_original	sites/files/gainesfilm/images/110094058.jpg	image/jpeg	243864
962	462	thumbnail	sites/files/gainesfilm/images/110094058.thumbnail.jpg	image/jpeg	2407
963	462	preview	sites/files/gainesfilm/images/110094058.preview.jpg	image/jpeg	63364
972	466	thumbnail	sites/files/gainesfilm/images/110094076.thumbnail.jpg	image/jpeg	1578
971	466	_original	sites/files/gainesfilm/images/110094076.jpg	image/jpeg	118117
974	467	_original	sites/files/gainesfilm/images/110094077.jpg	image/jpeg	149752
975	467	thumbnail	sites/files/gainesfilm/images/110094077.thumbnail.jpg	image/jpeg	1630
976	467	preview	sites/files/gainesfilm/images/110094077.preview.jpg	image/jpeg	35939
979	468	preview	sites/files/gainesfilm/images/110094016.preview.jpg	image/jpeg	73855
981	469	thumbnail	sites/files/gainesfilm/images/110094012.thumbnail.jpg	image/jpeg	2127
982	469	preview	sites/files/gainesfilm/images/110094012.preview.jpg	image/jpeg	49121
983	470	_original	sites/files/gainesfilm/images/110094013.jpg	image/jpeg	135834
984	470	thumbnail	sites/files/gainesfilm/images/110094013.thumbnail.jpg	image/jpeg	1748
985	470	preview	sites/files/gainesfilm/images/110094013.preview.jpg	image/jpeg	34163
